npi	specialty	taxonomy_code	organization_name	city	state	gender	credentials	claims_2022	beneficiaries_2022	diabetes_share_2022	glp1_penetration_2022	branded_share_2022	drug_diversity_2022	has_tirzepatide_2022	total_payments_2022	novo_nordisk_payments	eli_lilly_payments	has_research_payments	adoption_archetype	pharma_engagement_tier	geo_cluster	network_group	claims_2023	beneficiaries_2023	diabetes_share_2023	glp1_penetration_2023	branded_share_2023	drug_diversity_2023	has_tirzepatide_2023	tirzepatide_claims_2023	part_d_rows_2023	rank_within
1821299520	Internal Medicine	207R00000X	4647 ZION AVE	San Diego	CA	F	MD	1879.0	425.0	0.20649281532730177	0.059278350515463915	0.2564102564102564	8	0	0.0	0.0	0.0	0	Conservative_PCP	Low_Engagement	CA_San_Diego	4647 ZION AVE	2420.0	552.0	0.23636363636363636	0.03496503496503497	0.3111111111111111	11	0	0.0	45	1.0
1760406649	Endocrinology	207RE0101X	12395 EL CAMINO REAL	San Diego	CA	M	M.D.	3016.0	532.0	0.6800397877984085	0.5402242808386153	0.5689655172413793	19	1	0.0	0.0	0.0	0	Early_Adopter_Specialist	Low_Engagement	CA_San_Diego	12395 EL CAMINO REAL	3382.0	552.0	0.7403903015966884	0.6457667731629393	0.625	19	1	492.0	56	1.0
1699971184	Family Medicine	207Q00000X	16918 DOVE CANYON RD	San Diego	CA	F	M.D.	1407.0	515.0	0.15209665955934612	0.0	0.20588235294117646	4	0	190.03	168.88	21.15	0	Laggard	Low_Engagement	CA_San_Diego	16918 DOVE CANYON RD	561.0	141.0	0.0873440285204991	0.0	0.2	2	0	0.0	20	1.0
1164409983	Internal Medicine	207R00000X	2525 CAMINO DEL RIO S STE 165	San Diego	CA	M	M.D.	472.0	60.0	0.17372881355932204	0.0	0.17647058823529413	2	0	0.0	0.0	0.0	0	Laggard	Low_Engagement	CA_San_Diego	2525 CAMINO DEL RIO S STE 165	404.0	54.0	0.15099009900990099	0.0	0.16666666666666666	2	0	0.0	18	1.0
1699781633	Endocrinology	207RE0101X	200 W ARBOR DR	San Diego	CA	M	M.D.	1206.0	306.0	0.3482587064676617	0.15476190476190477	0.5428571428571428	11	0	0.0	0.0	0.0	0	Mainstream_Specialist	Low_Engagement	CA_San_Diego	200 W ARBOR DR	1036.0	243.0	0.37741312741312744	0.22506393861892582	0.5	11	1	27.0	30	1.0
1598862583	Internal Medicine	207RG0300X	4060 FAIRMOUNT AVE	San Diego	CA	F	M.D.	1893.0	441.0	0.39619651347068147	0.15466666666666667	0.2558139534883721	10	0	0.0	0.0	0.0	0	Mainstream_Specialist	Low_Engagement	CA_San_Diego	4060 FAIRMOUNT AVE	2071.0	516.0	0.39594398841139544	0.23170731707317074	0.2926829268292683	10	0	0.0	41	1.0
1669464103	Endocrinology	207RE0101X	200 W ARBOR DR	San Diego	CA	M	M.D.	1255.0	348.0	0.2254980079681275	0.10954063604240283	0.5	11	0	0.0	0.0	0.0	0	Mainstream_Specialist	Low_Engagement	CA_San_Diego	200 W ARBOR DR	1251.0	332.0	0.2158273381294964	0.1962962962962963	0.41379310344827586	10	0	0.0	29	2.0
1508874298	Endocrinology	207RE0101X	12395 EL CAMINO REAL	San Diego	CA	F	M.D.	824.0	228.0	0.6529126213592233	0.8029739776951673	0.7	5	1	109.84	109.84	0.0	0	Unclassified	Low_Engagement	CA_San_Diego	12395 EL CAMINO REAL	1111.0	319.0	0.684968496849685	0.8107752956636005	0.7	5	1	109.0	10	1.0
1497791339	Internal Medicine	207RB0002X	200 W ARBOR DR	San Diego	CA	M	M.D	461.0	89.0	0.6963123644251626	0.7850467289719626	0.8	6	1	1167.6599999999999	920.71	0.0	0	Unclassified	Medium_Engagement	CA_San_Diego	200 W ARBOR DR	531.0	75.0	0.7740112994350282	0.9367396593673966	0.5714285714285714	4	1	303.0	7	1.0
1992996375	Internal Medicine	207R00000X	16899 W BERNARDO DR OFC	San Diego	CA	F	M.D.	218.0	33.0	0.7201834862385321	0.643312101910828	0.5	4	0	0.0	0.0	0.0	0	Unclassified	Low_Engagement	CA_San_Diego	16899 W BERNARDO DR OFC	361.0	37.0	0.817174515235457	0.5016949152542373	0.6153846153846154	8	0	0.0	13	2.0
1720305436	Endocrinology	207RE0101X	12395 EL CAMINO REAL STE 317	San Diego	CA	F	M.D.	688.0	168.0	0.8212209302325582	0.6389380530973451	0.6666666666666666	5	0	498.2	310.51	23.97	0	Unclassified	Low_Engagement	CA_San_Diego	12395 EL CAMINO REAL STE 317	929.0	217.0	0.8180839612486545	0.7342105263157894	0.6923076923076923	6	1	70.0	13	2.0
1811007255	Endocrinology	207RE0101X	12395 EL CAMINO REAL	San Diego	CA	M	M.D.	409.0	77.0	0.7188264058679706	0.5068027210884354	0.7777777777777778	5	0	75603.92000000003	65754.58000000002	121.72999999999999	0	Unclassified	High_Pharma_Engagement	CA_San_Diego	12395 EL CAMINO REAL	330.0	54.0	0.7636363636363637	0.6587301587301587	0.5555555555555556	4	0	0.0	9	3.0
1851402143	Family Medicine	207QS0010X	6699 ALVARADO RD	San Diego	CA	F	MD	633.0	146.0	0.25118483412322273	0.48427672955974843	0.30434782608695654	3	0	446.58	247.38	31.67	0	Unclassified	Low_Engagement	CA_San_Diego	6699 ALVARADO RD	431.0	105.0	0.5730858468677494	0.7206477732793523	0.4444444444444444	3	1	24.0	9	1.0
1891733846	Internal Medicine	207R00000X	3350 LA JOLLA VILLAGE DR	San Diego	CA	M	M.D.	561.0	84.0	0.31194295900178254	0.4342857142857143	0.5625	6	0	64.72	0.0	0.0	0	Unclassified	Low_Engagement	CA_San_Diego	3350 LA JOLLA VILLAGE DR	558.0	91.0	0.23655913978494625	0.3939393939393939	0.5263157894736842	8	1	20.0	19	3.0
1164435681	Internal Medicine	207R00000X	4290 POLK AVE	San Diego	CA	F	D.O.	1147.0	248.0	0.15431560592850915	0.4293785310734463	0.275	4	0	0.0	0.0	0.0	0	Unclassified	Low_Engagement	CA_San_Diego	4290 POLK AVE	307.0	26.0	0.18241042345276873	0.21428571428571427	0.3684210526315789	3	0	0.0	19	4.0
1194173831	Endocrinology	207RE0101X	12515 SW 88TH ST	Miami	FL	F	D.O.	1792.0	398.0	0.6975446428571429	0.2896	0.6363636363636364	15	0	1962.9899999999998	264.17	338.38	0	Early_Adopter_Specialist	Medium_Engagement	FL_Miami	12515 SW 88TH ST	8765.0	2680.0	0.7040501996577296	0.14584346135148274	0.6176470588235294	28	1	32.0	68	1.0
1194710954	Internal Medicine	207RN0300X	1190 NW 95TH ST	Miami	FL	M	MD	863.0	206.0	0.15063731170336037	0.0	0.23076923076923078	2	0	252.71	0.0	0.0	0	Laggard	Low_Engagement	FL_Miami	1190 NW 95TH ST	1167.0	245.0	0.37103684661525277	0.0	0.3333333333333333	2	0	0.0	27	1.0
1396902789	Family Medicine	207Q00000X	8200 SW 117 AVE	Miami	FL	M	D.O	617.0	194.0	0.15235008103727715	0.0	0.21739130434782608	5	0	73.55	0.0	17.13	0	Laggard	Low_Engagement	FL_Miami	8200 SW 117 AVE	493.0	161.0	0.08519269776876268	0.0	0.0	2	0	0.0	20	1.0
1184887895	Internal Medicine	207R00000X	1250 S MIAMI AVE	Miami	FL	F	MD	2522.0	895.0	0.15384615384615385	0.12628865979381443	0.3283582089552239	11	0	1433.8999999999999	178.61	140.43000000000004	0	Mainstream_Specialist	Medium_Engagement	FL_Miami	1250 S MIAMI AVE	2983.0	1074.0	0.17532685216225277	0.13193116634799235	0.352112676056338	12	0	0.0	71	1.0
1255372991	Endocrinology	207RE0101X	1611 NW 12TH AVE	Miami	FL	F	M.D.	574.0	105.0	0.4024390243902439	0.11688311688311688	0.6666666666666666	10	0	0.0	0.0	0.0	0	Mainstream_Specialist	Low_Engagement	FL_Miami	1611 NW 12TH AVE	693.0	142.0	0.39105339105339104	0.25461254612546125	0.5789473684210527	9	0	0.0	19	1.0
1558532531	Internal Medicine	207R00000X	1475 NW 12TH AVE FL 1	Miami	FL	M	M.D	599.0	219.0	0.66110183639399	0.4393939393939394	0.47368421052631576	9	0	38283.15	7366.449999999999	18051.850000000002	1	Unclassified	High_Pharma_Engagement	FL_Miami	1475 NW 12TH AVE FL 1	346.0	22.0	0.653179190751445	0.3141592920353982	0.5909090909090909	12	1	22.0	22	1.0
1699087775	Internal Medicine	207R00000X	139 HAVEN AVE	New York	NY	F	MD	1948.0	376.0	0.18172484599589322	0.14124293785310735	0.3389830508474576	9	0	565.9200000000001	187.28	0.0	0	Conservative_PCP	Low_Engagement	NY_New_York	139 HAVEN AVE	3889.0	657.0	0.1694523013628182	0.11229135053110774	0.3595505617977528	9	0	0.0	89	1.0
1134623739	Family Medicine	207Q00000X	110 W 97TH ST	New York	NY	F	MD	1153.0	193.0	0.18560277536860365	0.14018691588785046	0.425	6	0	0.0	0.0	0.0	0	Conservative_PCP	Low_Engagement	NY_New_York	110 W 97TH ST	1356.0	281.0	0.23303834808259588	0.26582278481012656	0.4375	9	0	0.0	48	1.0
1023006020	Internal Medicine	207R00000X	10 UNION SQ E	New York	NY	F	MD	430.0	232.0	0.21627906976744185	0.13978494623655913	0.4117647058823529	4	0	0.0	0.0	0.0	0	Conservative_PCP	Low_Engagement	NY_New_York	10 UNION SQ E	282.0	147.0	0.04609929078014184	0.0	0.23076923076923078	1	0	0.0	13	2.0
1376622662	Family Medicine	207Q00000X	222 W 14TH ST	New York	NY	M	M.D.	561.0	65.0	0.16934046345811052	0.1368421052631579	0.25	5	0	0.0	0.0	0.0	0	Conservative_PCP	Low_Engagement	NY_New_York	222 W 14TH ST	619.0	96.0	0.11954765751211632	0.16216216216216217	0.17391304347826086	4	0	0.0	23	2.0
1538191655	Family Medicine	207Q00000X	230 W 17TH ST	New York	NY	M	M.D.	1008.0	196.0	0.1597222222222222	0.13664596273291926	0.3333333333333333	5	0	0.0	0.0	0.0	0	Conservative_PCP	Low_Engagement	NY_New_York	230 W 17TH ST	960.0	195.0	0.17083333333333334	0.15853658536585366	0.43333333333333335	6	0	0.0	30	3.0
1659397503	Internal Medicine	207R00000X	17 E 102ND ST	New York	NY	F	MD	2438.0	338.0	0.1513535684987695	0.13008130081300814	0.3142857142857143	8	0	0.0	0.0	0.0	0	Conservative_PCP	Low_Engagement	NY_New_York	17 E 102ND ST	2433.0	348.0	0.19441019317714756	0.20930232558139536	0.36231884057971014	12	0	0.0	69	3.0
1710373212	Endocrinology	207RE0101X	211 E 51ST ST	New York	NY	F	M.D.	4875.0	700.0	0.6170256410256411	0.37333776595744683	0.6329113924050633	26	1	1786.1399999999999	76.56	210.72	0	Early_Adopter_Specialist	Medium_Engagement	NY_New_York	211 E 51ST ST	6809.0	949.0	0.6147745630782787	0.411371237458194	0.5952380952380952	29	1	210.0	84	1.0
1639140437	Endocrinology	207RE0101X	215 E 68TH ST	New York	NY	M	MD	2492.0	350.0	0.5341091492776886	0.34335086401202103	0.5932203389830508	21	1	5610.100000000002	367.23999999999995	234.65	0	Early_Adopter_Specialist	High_Pharma_Engagement	NY_New_York	215 E 68TH ST	2922.0	415.0	0.5859000684462696	0.4655373831775701	0.5692307692307692	22	1	283.0	65	2.0
1467532481	Internal Medicine	207R00000X	275 7TH AVE	New York	NY	F	M.D	1263.0	311.0	0.20744259699129058	0.04580152671755725	0.23684210526315788	7	0	23.36	0.0	11.71	0	Laggard	Low_Engagement	NY_New_York	275 7TH AVE	996.0	244.0	0.16666666666666666	0.0	0.21875	4	0	0.0	32	1.0
1033162854	Family Medicine	207Q00000X	632 BROADWAY PH	New York	NY	F	MD, MPH	752.0	97.0	0.16356382978723405	0.0	0.23076923076923078	5	0	0.0	0.0	0.0	0	Laggard	Low_Engagement	NY_New_York	632 BROADWAY PH	641.0	128.0	0.22464898595943839	0.09027777777777778	0.21052631578947367	5	0	0.0	19	1.0
1982042214	Internal Medicine	207R00000X	423 E 23RD ST	New York	NY	F	M.D.	1558.0	359.0	0.576379974326059	0.18930957683741648	0.5454545454545454	14	0	0.0	0.0	0.0	0	Mainstream_Specialist	Low_Engagement	NY_New_York	423 E 23RD ST	1973.0	404.0	0.5732387227572225	0.27055702917771884	0.5319148936170213	14	0	0.0	47	1.0
1619131190	Internal Medicine	207R00000X	220 E 63RD ST APT LH	New York	NY	F	MD	3912.0	970.0	0.17229038854805726	0.1884272997032641	0.35106382978723405	10	0	1399.3199999999997	407.06999999999994	148.0	0	Mainstream_Specialist	Medium_Engagement	NY_New_York	220 E 63RD ST APT LH	3898.0	813.0	0.20959466393022064	0.13953488372093023	0.3541666666666667	13	0	0.0	96	2.0
1275792194	Endocrinology	207RE0101X	525 E 68TH ST	New York	NY	M	MD	1211.0	255.0	0.3170933113129645	0.16927083333333334	0.6	13	1	27.13	0.0	0.0	0	Mainstream_Specialist	Low_Engagement	NY_New_York	525 E 68TH ST	1320.0	302.0	0.29545454545454547	0.2128205128205128	0.5833333333333334	12	1	19.0	24	1.0
1831131358	Endocrinology	207RE0101X	520 E 72ND ST	New York	NY	M	MD	3661.0	718.0	0.21715378311936628	0.15345911949685534	0.38095238095238093	12	0	624.13	15.53	85.77	0	Mainstream_Specialist	Low_Engagement	NY_New_York	520 E 72ND ST	3658.0	702.0	0.245489338436304	0.2071269487750557	0.34146341463414637	14	1	23.0	82	2.0
